year,level,course,sex,enrolment_preu
2009,Junior College 2,Science,M,5913.0
2009,Pre-University 1,Arts,MF,147.0
2009,Pre-University 1,Arts,F,108.0
2009,Pre-University 1,Arts,M,39.0
2009,Pre-University 1,Commerce,MF,235.0
2009,Pre-University 1,Commerce,F,154.0
2009,Pre-University 1,Commerce,M,81.0
2009,Pre-University 1,Science,MF,236.0
2009,Pre-University 1,Science,F,129.0
2009,Pre-University 1,Science,M,107.0
2009,Pre-University 2,Arts,MF,89.0
2009,Pre-University 2,Arts,F,66.0
2009,Pre-University 2,Arts,M,23.0
2009,Pre-University 2,Commerce,MF,248.0
2009,Pre-University 2,Commerce,F,154.0
2009,Pre-University 2,Commerce,M,94.0
2009,Pre-University 2,Science,MF,130.0
2009,Pre-University 2,Science,F,83.0
2009,Pre-University 2,Science,M,47.0
2009,Pre-University 3,Arts,MF,114.0
2009,Pre-University 3,Arts,F,83.0
2009,Pre-University 3,Arts,M,31.0
2009,Pre-University 3,Commerce,MF,129.0
2009,Pre-University 3,Commerce,F,84.0
2009,Pre-University 3,Commerce,M,45.0
2009,Pre-University 3,Science,MF,114.0
2009,Pre-University 3,Science,F,61.0
2009,Pre-University 3,Science,M,53.0
2010,Junior College 1,Arts,MF,2733.0
2010,Junior College 1,Arts,F,1835.0
2010,Junior College 1,Arts,M,898.0
2010,Junior College 1,Commerce,MF,
2010,Junior College 1,Commerce,F,
2010,Junior College 1,Commerce,M,
2010,Junior College 1,Science,MF,13594.0
2010,Junior College 1,Science,F,7001.0
2010,Junior College 1,Science,M,6593.0
2010,Junior College 2,Arts,MF,2400.0
2010,Junior College 2,Arts,F,1641.0
2010,Junior College 2,Arts,M,759.0
2010,Junior College 2,Commerce,MF,
2010,Junior College 2,Commerce,F,
2010,Junior College 2,Commerce,M,
2010,Junior College 2,Science,MF,12324.0
2010,Junior College 2,Science,F,6389.0
2010,Junior College 2,Science,M,5935.0
2010,Pre-University 1,Arts,MF,164.0
2010,Pre-University 1,Arts,F,123.0
2010,Pre-University 1,Arts,M,41.0
2010,Pre-University 1,Commerce,MF,184.0
2010,Pre-University 1,Commerce,F,131.0
2010,Pre-University 1,Commerce,M,53.0
2010,Pre-University 1,Science,MF,223.0
2010,Pre-University 1,Science,F,131.0
2010,Pre-University 1,Science,M,92.0
2010,Pre-University 2,Arts,MF,127.0
2010,Pre-University 2,Arts,F,92.0
2010,Pre-University 2,Arts,M,35.0
2010,Pre-University 2,Commerce,MF,146.0
2010,Pre-University 2,Commerce,F,98.0
2010,Pre-University 2,Commerce,M,48.0
2010,Pre-University 2,Science,MF,168.0
2010,Pre-University 2,Science,F,93.0
2010,Pre-University 2,Science,M,75.0
2010,Pre-University 3,Arts,MF,63.0
2010,Pre-University 3,Arts,F,49.0
2010,Pre-University 3,Arts,M,14.0
2010,Pre-University 3,Commerce,MF,197.0
2010,Pre-University 3,Commerce,F,128.0
2010,Pre-University 3,Commerce,M,69.0
2010,Pre-University 3,Science,MF,97.0
2010,Pre-University 3,Science,F,58.0
2010,Pre-University 3,Science,M,39.0
2011,Junior College 1,Arts,MF,2769.0
2011,Junior College 1,Arts,F,1879.0
2011,Junior College 1,Arts,M,890.0
2011,Junior College 1,Commerce,MF,
2011,Junior College 1,Commerce,F,
2011,Junior College 1,Commerce,M,
2011,Junior College 1,Science,MF,13426.0
2011,Junior College 1,Science,F,6863.0
2011,Junior College 1,Science,M,6563.0
2011,Junior College 2,Arts,MF,2331.0
2011,Junior College 2,Arts,F,1582.0
2011,Junior College 2,Arts,M,749.0
2011,Junior College 2,Commerce,MF,
2011,Junior College 2,Commerce,F,
2011,Junior College 2,Commerce,M,
2011,Junior College 2,Science,MF,12440.0
2011,Junior College 2,Science,F,6370.0
2011,Junior College 2,Science,M,6070.0
2011,Pre-University 1,Arts,MF,126.0
2011,Pre-University 1,Arts,F,96.0
2011,Pre-University 1,Arts,M,30.0
2011,Pre-University 1,Commerce,MF,229.0
2011,Pre-University 1,Commerce,F,158.0
2011,Pre-University 1,Commerce,M,71.0
2011,Pre-University 1,Science,MF,196.0
2011,Pre-University 1,Science,F,107.0
2011,Pre-University 1,Science,M,89.0
2011,Pre-University 2,Arts,MF,106.0
2011,Pre-University 2,Arts,F,69.0
2011,Pre-University 2,Arts,M,37.0
2011,Pre-University 2,Commerce,MF,144.0
2011,Pre-University 2,Commerce,F,102.0
2011,Pre-University 2,Commerce,M,42.0
2011,Pre-University 2,Science,MF,182.0
2011,Pre-University 2,Science,F,105.0
2011,Pre-University 2,Science,M,77.0
2011,Pre-University 3,Arts,MF,89.0
2011,Pre-University 3,Arts,F,70.0
2011,Pre-University 3,Arts,M,19.0
2011,Pre-University 3,Commerce,MF,135.0
2011,Pre-University 3,Commerce,F,98.0
2011,Pre-University 3,Commerce,M,37.0
2011,Pre-University 3,Science,MF,123.0
2011,Pre-University 3,Science,F,66.0
2011,Pre-University 3,Science,M,57.0
2012,Junior College 1,Arts,MF,3025.0
2012,Junior College 1,Arts,F,2069.0
2012,Junior College 1,Arts,M,956.0
2012,Junior College 1,Commerce,MF,
2012,Junior College 1,Commerce,F,
2012,Junior College 1,Commerce,M,
2012,Junior College 1,Science,MF,13130.0
2012,Junior College 1,Science,F,6732.0
2012,Junior College 1,Science,M,6398.0
2012,Junior College 2,Arts,MF,2451.0
2012,Junior College 2,Arts,F,1681.0
2012,Junior College 2,Arts,M,770.0
2012,Junior College 2,Commerce,MF,
2012,Junior College 2,Commerce,F,
2012,Junior College 2,Commerce,M,
2012,Junior College 2,Science,MF,12208.0
2012,Junior College 2,Science,F,6213.0
2012,Junior College 2,Science,M,5995.0
2012,Pre-University 1,Arts,MF,101.0
2012,Pre-University 1,Arts,F,76.0
2012,Pre-University 1,Arts,M,25.0
2012,Pre-University 1,Commerce,MF,288.0
2012,Pre-University 1,Commerce,F,181.0
2012,Pre-University 1,Commerce,M,107.0
2012,Pre-University 1,Science,MF,183.0
2012,Pre-University 1,Science,F,100.0
2012,Pre-University 1,Science,M,83.0
2012,Pre-University 2,Arts,MF,68.0
2012,Pre-University 2,Arts,F,56.0
2012,Pre-University 2,Arts,M,12.0
2012,Pre-University 2,Commerce,MF,150.0
2012,Pre-University 2,Commerce,F,104.0
2012,Pre-University 2,Commerce,M,46.0
2012,Pre-University 2,Science,MF,146.0
2012,Pre-University 2,Science,F,80.0
2012,Pre-University 2,Science,M,66.0
2012,Pre-University 3,Arts,MF,87.0
2012,Pre-University 3,Arts,F,58.0
2012,Pre-University 3,Arts,M,29.0
2012,Pre-University 3,Commerce,MF,118.0
2012,Pre-University 3,Commerce,F,87.0
2012,Pre-University 3,Commerce,M,31.0
2012,Pre-University 3,Science,MF,132.0
2012,Pre-University 3,Science,F,74.0
2012,Pre-University 3,Science,M,58.0
2013,Junior College 1,Arts,MF,2854.0
2013,Junior College 1,Arts,F,1957.0
2013,Junior College 1,Arts,M,897.0
2013,Junior College 1,Commerce,MF,
2013,Junior College 1,Commerce,F,
2013,Junior College 1,Commerce,M,
2013,Junior College 1,Science,MF,13407.0
2013,Junior College 1,Science,F,6785.0
2013,Junior College 1,Science,M,6622.0
2013,Junior College 2,Arts,MF,2614.0
2013,Junior College 2,Arts,F,1833.0
2013,Junior College 2,Arts,M,781.0
2013,Junior College 2,Commerce,MF,
2013,Junior College 2,Commerce,F,
2013,Junior College 2,Commerce,M,
2013,Junior College 2,Science,MF,11987.0
2013,Junior College 2,Science,F,6073.0
2013,Junior College 2,Science,M,5914.0
2013,Pre-University 1,Arts,MF,135.0
2013,Pre-University 1,Arts,F,96.0
2013,Pre-University 1,Arts,M,39.0
2013,Pre-University 1,Commerce,MF,283.0
2013,Pre-University 1,Commerce,F,176.0
2013,Pre-University 1,Commerce,M,107.0
2013,Pre-University 1,Science,MF,211.0
2013,Pre-University 1,Science,F,100.0
2013,Pre-University 1,Science,M,111.0
2013,Pre-University 2,Arts,MF,68.0
2013,Pre-University 2,Arts,F,51.0
2013,Pre-University 2,Arts,M,17.0
2013,Pre-University 2,Commerce,MF,167.0
2013,Pre-University 2,Commerce,F,106.0
2013,Pre-University 2,Commerce,M,61.0
2013,Pre-University 2,Science,MF,137.0
2013,Pre-University 2,Science,F,77.0
2013,Pre-University 2,Science,M,60.0
2013,Pre-University 3,Arts,MF,58.0
2013,Pre-University 3,Arts,F,49.0
2013,Pre-University 3,Arts,M,9.0
2013,Pre-University 3,Commerce,MF,139.0
2013,Pre-University 3,Commerce,F,98.0
2013,Pre-University 3,Commerce,M,41.0
2013,Pre-University 3,Science,MF,105.0
2013,Pre-University 3,Science,F,54.0
2013,Pre-University 3,Science,M,51.0
2014,Junior College 1,Arts,MF,2697.0
2014,Junior College 1,Arts,F,1873.0
2014,Junior College 1,Arts,M,824.0
2014,Junior College 1,Commerce,MF,
2014,Junior College 1,Commerce,F,
2014,Junior College 1,Commerce,M,
2014,Junior College 1,Science,MF,12640.0
2014,Junior College 1,Science,F,6383.0
2014,Junior College 1,Science,M,6257.0
2014,Junior College 2,Arts,MF,2467.0
2014,Junior College 2,Arts,F,1726.0
2014,Junior College 2,Arts,M,741.0
2014,Junior College 2,Commerce,MF,
2014,Junior College 2,Commerce,F,
2014,Junior College 2,Commerce,M,
2014,Junior College 2,Science,MF,12434.0
2014,Junior College 2,Science,F,6247.0
2014,Junior College 2,Science,M,6187.0
2014,Pre-University 1,Arts,MF,168.0
2014,Pre-University 1,Arts,F,124.0
2014,Pre-University 1,Arts,M,44.0
2014,Pre-University 1,Commerce,MF,233.0
2014,Pre-University 1,Commerce,F,134.0
2014,Pre-University 1,Commerce,M,99.0
2014,Pre-University 1,Science,MF,199.0
2014,Pre-University 1,Science,F,78.0
2014,Pre-University 1,Science,M,121.0
2014,Pre-University 2,Arts,MF,94.0
2014,Pre-University 2,Arts,F,67.0
2014,Pre-University 2,Arts,M,27.0
2014,Pre-University 2,Commerce,MF,224.0
2014,Pre-University 2,Commerce,F,136.0
2014,Pre-University 2,Commerce,M,88.0
2014,Pre-University 2,Science,MF,167.0
2014,Pre-University 2,Science,F,82.0
2014,Pre-University 2,Science,M,85.0
2014,Pre-University 3,Arts,MF,59.0
2014,Pre-University 3,Arts,F,45.0
2014,Pre-University 3,Arts,M,14.0
2014,Pre-University 3,Commerce,MF,131.0
2014,Pre-University 3,Commerce,F,85.0
2014,Pre-University 3,Commerce,M,46.0
2014,Pre-University 3,Science,MF,100.0
2014,Pre-University 3,Science,F,55.0
2014,Pre-University 3,Science,M,45.0
2015,Junior College 1,Arts,MF,2508.0
2015,Junior College 1,Arts,F,1753.0
2015,Junior College 1,Arts,M,755.0
2015,Junior College 1,Commerce,MF,
2015,Junior College 1,Commerce,F,
2015,Junior College 1,Commerce,M,
2015,Junior College 1,Science,MF,11535.0
2015,Junior College 1,Science,F,5784.0
2015,Junior College 1,Science,M,5751.0
2015,Junior College 2,Arts,MF,2455.0
2015,Junior College 2,Arts,F,1743.0
2015,Junior College 2,Arts,M,712.0
2015,Junior College 2,Commerce,MF,
2015,Junior College 2,Commerce,F,
2015,Junior College 2,Commerce,M,
2015,Junior College 2,Science,MF,11779.0
2015,Junior College 2,Science,F,5919.0
2015,Junior College 2,Science,M,5860.0
2015,Pre-University 1,Arts,MF,113.0
2015,Pre-University 1,Arts,F,85.0
2015,Pre-University 1,Arts,M,28.0
2015,Pre-University 1,Commerce,MF,192.0
2015,Pre-University 1,Commerce,F,109.0
2015,Pre-University 1,Commerce,M,83.0
2015,Pre-University 1,Science,MF,164.0
2015,Pre-University 1,Science,F,103.0
2015,Pre-University 1,Science,M,61.0
2015,Pre-University 2,Arts,MF,99.0
2015,Pre-University 2,Arts,F,79.0
2015,Pre-University 2,Arts,M,20.0
2015,Pre-University 2,Commerce,MF,181.0
2015,Pre-University 2,Commerce,F,110.0
2015,Pre-University 2,Commerce,M,71.0
2015,Pre-University 2,Science,MF,161.0
2015,Pre-University 2,Science,F,60.0
2015,Pre-University 2,Science,M,101.0
2015,Pre-University 3,Arts,MF,86.0
2015,Pre-University 3,Arts,F,61.0
2015,Pre-University 3,Arts,M,25.0
2015,Pre-University 3,Commerce,MF,167.0
2015,Pre-University 3,Commerce,F,101.0
2015,Pre-University 3,Commerce,M,66.0
2015,Pre-University 3,Science,MF,119.0
2015,Pre-University 3,Science,F,60.0
2015,Pre-University 3,Science,M,59.0
2016,Junior College 1,Arts,MF,2443.0
2016,Junior College 1,Arts,F,1732.0
2016,Junior College 1,Arts,M,711.0
2016,Junior College 1,Commerce,MF,
2016,Junior College 1,Commerce,F,
2016,Junior College 1,Commerce,M,
2016,Junior College 1,Science,MF,11679.0
2016,Junior College 1,Science,F,5881.0
2016,Junior College 1,Science,M,5798.0
2016,Junior College 2,Arts,MF,2314.0
2016,Junior College 2,Arts,F,1620.0
2016,Junior College 2,Arts,M,694.0
2016,Junior College 2,Commerce,MF,
2016,Junior College 2,Commerce,F,
2016,Junior College 2,Commerce,M,
2016,Junior College 2,Science,MF,10805.0
2016,Junior College 2,Science,F,5417.0
2016,Junior College 2,Science,M,5388.0
2016,Pre-University 1,Arts,MF,131.0
2016,Pre-University 1,Arts,F,96.0
2016,Pre-University 1,Arts,M,35.0
2016,Pre-University 1,Commerce,MF,182.0
2016,Pre-University 1,Commerce,F,110.0
2016,Pre-University 1,Commerce,M,72.0
2016,Pre-University 1,Science,MF,167.0
2016,Pre-University 1,Science,F,88.0
2016,Pre-University 1,Science,M,79.0
2016,Pre-University 2,Arts,MF,75.0
2016,Pre-University 2,Arts,F,56.0
2016,Pre-University 2,Arts,M,19.0
2016,Pre-University 2,Commerce,MF,132.0
2016,Pre-University 2,Commerce,F,79.0
2016,Pre-University 2,Commerce,M,53.0
2016,Pre-University 2,Science,MF,129.0
2016,Pre-University 2,Science,F,72.0
2016,Pre-University 2,Science,M,57.0
2016,Pre-University 3,Arts,MF,81.0
2016,Pre-University 3,Arts,F,66.0
2016,Pre-University 3,Arts,M,15.0
2016,Pre-University 3,Commerce,MF,164.0
2016,Pre-University 3,Commerce,F,98.0
2016,Pre-University 3,Commerce,M,66.0
2016,Pre-University 3,Science,MF,140.0
2016,Pre-University 3,Science,F,54.0
2016,Pre-University 3,Science,M,86.0
2017,Junior College 1,Arts,MF,2427.0
2017,Junior College 1,Arts,F,1684.0
2017,Junior College 1,Arts,M,743.0
2017,Junior College 1,Commerce,MF,
2017,Junior College 1,Commerce,F,
2017,Junior College 1,Commerce,M,
2017,Junior College 1,Science,MF,12411.0
2017,Junior College 1,Science,F,6271.0
2017,Junior College 1,Science,M,6140.0
2017,Junior College 2,Arts,MF,2278.0
2017,Junior College 2,Arts,F,1610.0
2017,Junior College 2,Arts,M,668.0
2017,Junior College 2,Commerce,MF,
2017,Junior College 2,Commerce,F,
2017,Junior College 2,Commerce,M,
2017,Junior College 2,Science,MF,11003.0
2017,Junior College 2,Science,F,5491.0
2017,Junior College 2,Science,M,5512.0
2017,Pre-University 1,Arts,MF,147.0
2017,Pre-University 1,Arts,F,100.0
2017,Pre-University 1,Arts,M,47.0
2017,Pre-University 1,Commerce,MF,206.0
2017,Pre-University 1,Commerce,F,120.0
2017,Pre-University 1,Commerce,M,86.0
2017,Pre-University 1,Science,MF,182.0
2017,Pre-University 1,Science,F,109.0
2017,Pre-University 1,Science,M,73.0
2017,Pre-University 2,Arts,MF,88.0
2017,Pre-University 2,Arts,F,72.0
2017,Pre-University 2,Arts,M,16.0
2017,Pre-University 2,Commerce,MF,116.0
2017,Pre-University 2,Commerce,F,70.0
2017,Pre-University 2,Commerce,M,46.0
2017,Pre-University 2,Science,MF,123.0
2017,Pre-University 2,Science,F,63.0
2017,Pre-University 2,Science,M,60.0
2017,Pre-University 3,Arts,MF,65.0
2017,Pre-University 3,Arts,F,49.0
2017,Pre-University 3,Arts,M,16.0
2017,Pre-University 3,Commerce,MF,114.0
2017,Pre-University 3,Commerce,F,69.0
2017,Pre-University 3,Commerce,M,45.0
2017,Pre-University 3,Science,MF,92.0
2017,Pre-University 3,Science,F,51.0
2017,Pre-University 3,Science,M,41.0
2018,Junior College 1,Arts,MF,2302.0
2018,Junior College 1,Arts,F,1589.0
2018,Junior College 1,Arts,M,713.0
2018,Junior College 1,Science,MF,11720.0
2018,Junior College 1,Science,F,5851.0
2018,Junior College 1,Science,M,5869.0
2018,Junior College 2,Arts,MF,2267.0
2018,Junior College 2,Arts,F,1583.0
2018,Junior College 2,Arts,M,684.0
2018,Junior College 2,Science,MF,11811.0
2018,Junior College 2,Science,F,5943.0
2018,Junior College 2,Science,M,5868.0
2018,Pre-University 1,Arts,MF,80.0
2018,Pre-University 1,Arts,F,49.0
2018,Pre-University 1,Arts,M,31.0
2018,Pre-University 1,Science,MF,175.0
2018,Pre-University 1,Science,F,96.0
2018,Pre-University 1,Science,M,79.0
2018,Pre-University 1,Commerce,MF,121.0
2018,Pre-University 1,Commerce,F,72.0
2018,Pre-University 1,Commerce,M,49.0
2018,Pre-University 2,Arts,MF,78.0
2018,Pre-University 2,Arts,F,58.0
2018,Pre-University 2,Arts,M,20.0
2018,Pre-University 2,Science,MF,135.0
2018,Pre-University 2,Science,F,75.0
2018,Pre-University 2,Science,M,60.0
2018,Pre-University 2,Commerce,MF,145.0
2018,Pre-University 2,Commerce,F,83.0
2018,Pre-University 2,Commerce,M,62.0
2018,Pre-University 3,Arts,MF,50.0
2018,Pre-University 3,Arts,F,41.0
2018,Pre-University 3,Arts,M,9.0
2018,Pre-University 3,Science,MF,65.0
2018,Pre-University 3,Science,F,31.0
2018,Pre-University 3,Science,M,34.0
2018,Pre-University 3,Commerce,MF,63.0
2018,Pre-University 3,Commerce,F,32.0
2018,Pre-University 3,Commerce,M,31.0
2019,Junior College 1,Arts,MF,2167.0
2019,Junior College 1,Arts,F,1518.0
2019,Junior College 1,Arts,M,649.0
2019,Junior College 1,Science,MF,11129.0
2019,Junior College 1,Science,F,5623.0
2019,Junior College 1,Science,M,5506.0
2019,Junior College 2,Arts,MF,2122.0
2019,Junior College 2,Arts,F,1477.0
2019,Junior College 2,Arts,M,645.0
2019,Junior College 2,Science,MF,11234.0
2019,Junior College 2,Science,F,5565.0
2019,Junior College 2,Science,M,5669.0
2019,Pre-University 1,Arts,MF,68.0
2019,Pre-University 1,Arts,F,48.0
2019,Pre-University 1,Arts,M,20.0
2019,Pre-University 1,Science,MF,212.0
2019,Pre-University 1,Science,F,126.0
2019,Pre-University 1,Science,M,86.0
2019,Pre-University 1,Commerce,MF,70.0
2019,Pre-University 1,Commerce,F,49.0
2019,Pre-University 1,Commerce,M,21.0
2019,Pre-University 2,Arts,MF,48.0
2019,Pre-University 2,Arts,F,27.0
2019,Pre-University 2,Arts,M,21.0
2019,Pre-University 2,Science,MF,121.0
2019,Pre-University 2,Science,F,65.0
2019,Pre-University 2,Science,M,56.0
2019,Pre-University 2,Commerce,MF,95.0
2019,Pre-University 2,Commerce,F,50.0
2019,Pre-University 2,Commerce,M,45.0
2019,Pre-University 3,Arts,MF,61.0
2019,Pre-University 3,Arts,F,48.0
2019,Pre-University 3,Arts,M,13.0
2019,Pre-University 3,Science,MF,88.0
2019,Pre-University 3,Science,F,46.0
2019,Pre-University 3,Science,M,42.0
2019,Pre-University 3,Commerce,MF,117.0
2019,Pre-University 3,Commerce,F,69.0
2019,Pre-University 3,Commerce,M,48.0
2020,Junior College 1,Arts,MF,1998.0
2020,Junior College 1,Arts,F,1405.0
2020,Junior College 1,Arts,M,593.0
2020,Junior College 1,Science,MF,10604.0
2020,Junior College 1,Science,F,5160.0
2020,Junior College 1,Science,M,5444.0
2020,Junior College 2,Arts,MF,2037.0
2020,Junior College 2,Arts,F,1441.0
2020,Junior College 2,Arts,M,596.0
2020,Junior College 2,Science,MF,10586.0
2020,Junior College 2,Science,F,5320.0
2020,Junior College 2,Science,M,5266.0
2020,Pre-University 1,Arts,MF,66.0
2020,Pre-University 1,Arts,F,45.0
2020,Pre-University 1,Arts,M,21.0
2020,Pre-University 1,Science,MF,234.0
2020,Pre-University 1,Science,F,132.0
2020,Pre-University 1,Science,M,102.0
2020,Pre-University 1,Commerce,MF,46.0
2020,Pre-University 1,Commerce,F,28.0
2020,Pre-University 1,Commerce,M,18.0
2020,Pre-University 2,Arts,MF,49.0
2020,Pre-University 2,Arts,F,33.0
2020,Pre-University 2,Arts,M,16.0
2020,Pre-University 2,Science,MF,114.0
2020,Pre-University 2,Science,F,70.0
2020,Pre-University 2,Science,M,44.0
2020,Pre-University 2,Commerce,MF,57.0
2020,Pre-University 2,Commerce,F,36.0
2020,Pre-University 2,Commerce,M,21.0
2020,Pre-University 3,Arts,MF,40.0
2020,Pre-University 3,Arts,F,24.0
2020,Pre-University 3,Arts,M,16.0
2020,Pre-University 3,Science,MF,91.0
2020,Pre-University 3,Science,F,45.0
2020,Pre-University 3,Science,M,46.0
2020,Pre-University 3,Commerce,MF,83.0
2020,Pre-University 3,Commerce,F,44.0
2020,Pre-University 3,Commerce,M,39.0
2021,Junior College 1,Arts,MF,1786.0
2021,Junior College 1,Arts,F,1273.0
2021,Junior College 1,Arts,M,513.0
2021,Junior College 1,Science,MF,10724.0
2021,Junior College 1,Science,F,5333.0
2021,Junior College 1,Science,M,5391.0
2021,Junior College 2,Arts,MF,1884.0
2021,Junior College 2,Arts,F,1331.0
2021,Junior College 2,Arts,M,553.0
2021,Junior College 2,Science,MF,10177.0
2021,Junior College 2,Science,F,4965.0
2021,Junior College 2,Science,M,5212.0
2021,Pre-University 1,Arts,MF,73.0
2021,Pre-University 1,Arts,F,51.0
2021,Pre-University 1,Arts,M,22.0
2021,Pre-University 1,Science,MF,213.0
2021,Pre-University 1,Science,F,118.0
2021,Pre-University 1,Science,M,95.0
2021,Pre-University 1,Commerce,MF,54.0
2021,Pre-University 1,Commerce,F,34.0
2021,Pre-University 1,Commerce,M,20.0
2021,Pre-University 2,Arts,MF,52.0
2021,Pre-University 2,Arts,F,33.0
2021,Pre-University 2,Arts,M,19.0
2021,Pre-University 2,Science,MF,163.0
2021,Pre-University 2,Science,F,85.0
2021,Pre-University 2,Science,M,78.0
2021,Pre-University 2,Commerce,MF,32.0
2021,Pre-University 2,Commerce,F,19.0
2021,Pre-University 2,Commerce,M,13.0
2021,Pre-University 3,Arts,MF,46.0
2021,Pre-University 3,Arts,F,31.0
2021,Pre-University 3,Arts,M,15.0
2021,Pre-University 3,Science,MF,99.0
2021,Pre-University 3,Science,F,63.0
2021,Pre-University 3,Science,M,36.0
2021,Pre-University 3,Commerce,MF,46.0
2021,Pre-University 3,Commerce,F,30.0
2021,Pre-University 3,Commerce,M,16.0
2022,Junior College 1,Arts,MF,2039.0
2022,Junior College 1,Arts,F,1424.0
2022,Junior College 1,Arts,M,615.0
2022,Junior College 1,Science,MF,10486.0
2022,Junior College 1,Science,F,5271.0
2022,Junior College 1,Science,M,5215.0
2022,Junior College 2,Arts,MF,1697.0
2022,Junior College 2,Arts,F,1221.0
2022,Junior College 2,Arts,M,476.0
2022,Junior College 2,Science,MF,10241.0
2022,Junior College 2,Science,F,5070.0
2022,Junior College 2,Science,M,5171.0
2022,Pre-University 1,Arts,MF,75.0
2022,Pre-University 1,Arts,F,51.0
2022,Pre-University 1,Arts,M,24.0
2022,Pre-University 1,Science,MF,200.0
2022,Pre-University 1,Science,F,110.0
2022,Pre-University 1,Science,M,90.0
2022,Pre-University 1,Commerce,MF,84.0
2022,Pre-University 1,Commerce,F,52.0
2022,Pre-University 1,Commerce,M,32.0
2022,Pre-University 2,Arts,MF,44.0
2022,Pre-University 2,Arts,F,33.0
2022,Pre-University 2,Arts,M,11.0
2022,Pre-University 2,Science,MF,123.0
2022,Pre-University 2,Science,F,71.0
2022,Pre-University 2,Science,M,52.0
2022,Pre-University 2,Commerce,MF,33.0
2022,Pre-University 2,Commerce,F,22.0
2022,Pre-University 2,Commerce,M,11.0
2022,Pre-University 3,Arts,MF,47.0
2022,Pre-University 3,Arts,F,27.0
2022,Pre-University 3,Arts,M,20.0
2022,Pre-University 3,Science,MF,133.0
2022,Pre-University 3,Science,F,68.0
2022,Pre-University 3,Science,M,65.0
2022,Pre-University 3,Commerce,MF,29.0
2022,Pre-University 3,Commerce,F,17.0
2022,Pre-University 3,Commerce,M,12.0
2023,Junior College 1,Arts,MF,2004.0
2023,Junior College 1,Arts,F,1410.0
2023,Junior College 1,Arts,M,594.0
2023,Junior College 1,Science,MF,10392.0
2023,Junior College 1,Science,F,5122.0
2023,Junior College 1,Science,M,5270.0
2023,Junior College 2,Arts,MF,1885.0
2023,Junior College 2,Arts,F,1324.0
2023,Junior College 2,Arts,M,561.0
2023,Junior College 2,Science,MF,10072.0
2023,Junior College 2,Science,F,5012.0
2023,Junior College 2,Science,M,5060.0
2023,Pre-University 1,Arts,MF,75.0
2023,Pre-University 1,Arts,F,50.0
2023,Pre-University 1,Arts,M,25.0
2023,Pre-University 1,Science,MF,191.0
2023,Pre-University 1,Science,F,94.0
2023,Pre-University 1,Science,M,97.0
2023,Pre-University 1,Commerce,MF,103.0
2023,Pre-University 1,Commerce,F,49.0
2023,Pre-University 1,Commerce,M,54.0
2023,Pre-University 2,Arts,MF,46.0
2023,Pre-University 2,Arts,F,28.0
2023,Pre-University 2,Arts,M,18.0
2023,Pre-University 2,Science,MF,140.0
2023,Pre-University 2,Science,F,75.0
2023,Pre-University 2,Science,M,65.0
2023,Pre-University 2,Commerce,MF,59.0
2023,Pre-University 2,Commerce,F,38.0
2023,Pre-University 2,Commerce,M,21.0
2023,Pre-University 3,Arts,MF,39.0
2023,Pre-University 3,Arts,F,30.0
2023,Pre-University 3,Arts,M,9.0
2023,Pre-University 3,Science,MF,86.0
2023,Pre-University 3,Science,F,47.0
2023,Pre-University 3,Science,M,39.0
2023,Pre-University 3,Commerce,MF,31.0
2023,Pre-University 3,Commerce,F,19.0
2023,Pre-University 3,Commerce,M,12.0
